INSTNM,ADDR,CITY,STABBR,ZIP,CHFNM,CHFTITLE,GENTELE,WEBADDR,APPLURL,LONGITUD,LATITUDE
Beulah Heights University,892 Berne St SE,Atlanta,GA,30316,Benson M. Karanja,President,4046272681,www.beulah.edu,www.beulah.edu/FutureStudents,-84.358086,33.737022
Brenau University,500 Washington Street SE,Gainesville,GA,30501-3668,Dr. Ed L. Schrader,President,7705346299,www.brenau.edu, ,-83.821513,34.303117
Brewton-Parker College,201 David-Eliza Fountain Circle,Mount Vernon,GA,30445,"Michel Simoneaux,  Ed.D.",President,9125832241,www.bpc.edu,https://campusweb.bpc.edu/web.asp?web=ADM.LOGIN,-82.586136,32.185718
Brown College of Court Reporting,"1900 Emery St, NW, Suite 200",Atlanta,GA,30318,Tami Edwards,Director of Education,4048761227,www.bccr.edu,www.bccr.edu,-84.414366,33.807277
College of Coastal Georgia,One College Drive,Brunswick,GA,31520-3644,Dr. Gregory F. Aloia,President,9122795700,www.ccga.edu,https://secure.gacollege411.org/applications/USG_Common_App_Short/apply.html?application_id=3388,-81.492667,31.136384
West Georgia Technical College,176 Murphy Campus Blvd.,Waco,GA,30182,Dr. Skip Sullivan,President,7705376000,www.westgatech.edu,https://secure.gacollege411.org/Applications/GDTAE/introduction.asp?application_id=3433,-85.183666,33.691657
Carver Bible College,3870 Cascade Rd,Atlanta,GA,30331,Rev. Robert W. Crummie,President,4045274520,www.carver.edu,www.carver.edu,-84.515091,33.7236
Clayton  State University,2000 Clayton State Boulevard,Morrow,GA,30260-0285,"Dr. Thomas J. Hynes, Jr.",President,6784664000,www.clayton.edu,www.gacollege411.org/applications/USG_Common_App_Short/apply.html?application_id=3387,-84.328174,33.594079
Columbia Theological Seminary,701 S. Columbia Dr,Decatur,GA,30030-4118,Stephen A. Hayner,President,4043788821,WWW.CTSNET.EDU, ,-84.282978,33.764108
Columbus Technical College,928 Manchester Expy,Columbus,GA,31904-6572,Lorette M. Hoover,President,7066491800,www.columbustech.edu/,www.gacollege411.org/applications/GDTAE/apply.html?application_id=3395,-84.979348,32.505697
Columbus State University,4225 University Ave,Columbus,GA,31907-5645,Tim Mescon,President,7065078800,www.columbusstate.edu,admissions.columbusstate.edu/index.php,-84.940796,32.501556
Georgia Northwestern Technical College,One Maurice Culberson Drive,Rome,GA,30161,Pete McDonald,President,7062956963,www.gntc.edu,www.gntc.edu/admissions/application.php,-85.171361,34.224673
Covenant College,14049 Scenic Highway,Lookout Mountain,GA,30750-4164,J. Derek Halvorson,President,7068201560,www.covenant.edu,www.covenant.edu/admissions/undergrad/apply,-85.37496,34.963327
